,Time,Names,ConfirmedCases,Recovered,Deaths,Population,LandArea,MedianAge,German
7817,2020-05-02,ETHIOPIA,133,66,66,114963588,1000000,19,Äthiopien
7818,2020-05-02,FIJI,18,14,14,896445,18270,28,Fiji
7819,2020-05-02,FINLAND,5051,0,0,5540720,303890,43,Finnland
7820,2020-05-02,FRANCE,167346,50212,50212,65273511,547557,42,Frankreich
7821,2020-05-02,FRENCH GUIANA,128,98,98,298682,82200,25,Französisch-Guayana
7822,2020-05-02,FRENCH POLYNESIA,58,51,51,280908,3660,34,Französisch Polynesien
7823,2020-05-02,GABON,276,67,67,2225734,257670,23,Gabon
7824,2020-05-02,GAMBIA,12,9,9,2416668,10120,18,Gambia
7825,2020-05-02,GEORGIA,566,207,207,3989167,69490,38,Georgia
7826,2020-05-02,GERMANY,164076,126900,126900,83783942,348560,46,Deutschland
7827,2020-05-02,GHANA,2074,212,212,31072940,227540,22,Ghana
7828,2020-05-02,GREECE,2612,1374,1374,10423054,128900,46,Griechenland
7829,2020-05-02,GRENADA,20,13,13,112523,340,32,Grenada
7830,2020-05-02,GUADELOUPE,152,95,95,400124,1690,44,Guadeloupe
7831,2020-05-02,GUAM,145,0,0,168775,540,31,Guam
7832,2020-05-02,GUATEMALA,644,72,72,17915568,107160,23,Guatemala
7833,2020-05-02,GUINEA,1537,342,342,13132795,245720,18,Guinea
7834,2020-05-02,GUINEA-BISSAU,257,19,19,1968001,28120,19,Guinea-Bissau
7835,2020-05-02,GUYANA,82,22,22,786552,196850,27,Guyana
7836,2020-05-02,HAITI,85,10,10,11402528,27560,24,Haiti
7837,2020-05-02,HONDURAS,899,112,112,9904607,111890,24,Honduras
7838,2020-05-02,HUNGARY,2942,625,625,9660351,90530,43,Ungarn
7839,2020-05-02,ICELAND,1798,1689,1689,341243,100250,37,Island
7840,2020-05-02,INDIA,37336,10021,10021,1380004385,2973190,28,Indien
7841,2020-05-02,INDONESIA,10551,1591,1591,273523615,1811570,30,Indonesien
7842,2020-05-02,IRAN,95646,76318,76318,83992949,1628550,32,Iran
7843,2020-05-02,IRAQ,2153,1414,1414,40222493,434320,21,Irak
7844,2020-05-02,IRELAND,20833,0,0,4937786,68890,38,Irland
7845,2020-05-02,ISRAEL,16101,9156,9156,8655535,21640,30,Israel
7846,2020-05-02,ITALY,207428,78249,78249,60461826,294140,47,Italien
7847,2020-05-02,JAMAICA,432,31,31,2961167,10830,31,Jamaika
7848,2020-05-02,JAPAN,14571,3981,3981,126476461,364555,48,Japan
7849,2020-05-02,JORDAN,459,364,364,10203134,88780,24,Jordan
7850,2020-05-02,KAZAKHSTAN,3671,922,922,18776707,2699700,31,Kasachstan
7851,2020-05-02,KENYA,411,150,150,53771296,569140,20,Kenia
7852,2020-05-02,KIRIBATI,0,0,0,119449,810,23,Kiribati
7853,2020-05-02,KUWAIT,4377,1602,1602,4270571,17820,37,Kuwait
7854,2020-05-02,KYRGYZSTAN,769,527,527,6524195,191800,26,Kyrgyzstan
7855,2020-05-02,LAOS,19,8,8,7275560,230800,24,Laos
7856,2020-05-02,LATVIA,870,348,348,1886198,62200,44,Lettland
7857,2020-05-02,LEBANON,729,192,192,6825445,10230,30,Libanon
7858,2020-05-02,LESOTHO,0,0,0,2142249,30360,24,Lesotho
7859,2020-05-02,LIBERIA,152,45,45,5057681,96320,19,Liberia
7860,2020-05-02,LIBYA,63,18,18,6871292,1759540,29,Libyen
7861,2020-05-02,LITHUANIA,1449,594,594,2722289,62674,45,Litauen
7862,2020-05-02,LUXEMBOURG,3802,3213,3213,625978,2590,40,Luxemburg
7863,2020-05-02,MADAGASCAR,132,94,94,27691018,581795,20,Madagaskar
7864,2020-05-02,MALAWI,37,9,9,19129952,94280,18,Malawi
7865,2020-05-02,MALAYSIA,6071,4210,4210,32365999,328550,30,Malaysia
7866,2020-05-02,MALDIVES,491,17,17,540544,300,30,Malediven
7867,2020-05-02,MALI,508,196,196,20250833,1220190,16,Mali
7868,2020-05-02,MALTA,467,383,383,441543,320,43,Malta
7869,2020-05-02,MARTINIQUE,180,83,83,375265,1060,47,Martinique
7870,2020-05-02,MAURITANIA,8,6,6,4649658,1030700,20,Mauritanien
7871,2020-05-02,MAURITIUS,334,312,312,1271768,2030,37,Mauritius
7872,2020-05-02,MAYOTTE,539,235,235,272815,375,20,Mayotte
7873,2020-05-02,MEXICO,20739,12377,12377,128932753,1943950,29,Mexiko
7874,2020-05-02,MICRONESIA (FED. STATES OF),0,0,0,115023,700,24,Micronesia (Fed. States Of)
7875,2020-05-02,MONGOLIA,39,10,10,3278290,1553560,28,Mongolei
7876,2020-05-02,MONTENEGRO,322,233,233,628066,13450,39,Montenegro
7877,2020-05-02,MOROCCO,4569,1083,1083,36910560,446300,30,Marokko
7878,2020-05-02,MOZAMBIQUE,79,12,12,31255435,786380,18,Mozambique
7879,2020-05-02,MYANMAR,151,31,31,54409800,653290,29,Myanmar
7880,2020-05-02,NAMIBIA,16,8,8,2540905,823290,22,Namibia
7881,2020-05-02,NEPAL,59,16,16,29136808,143350,25,Nepal
7882,2020-05-02,NETHERLANDS,39791,0,0,17134872,33720,43,Niederlande
7883,2020-05-02,NEW CALEDONIA,18,17,17,285498,18280,34,Neu-Kaledonien
7884,2020-05-02,NEW ZEALAND,1485,1263,1263,4822233,263310,38,Neuseeland
7885,2020-05-02,NICARAGUA,14,7,7,6624554,120340,26,Nicaragua
7886,2020-05-02,NIGER,728,478,478,24206644,1266700,15,Niger
7887,2020-05-02,NIGERIA,2170,351,351,206139589,910770,18,Nigeria
7888,2020-05-02,N. MACEDONIA,1494,807,807,2083374,25220,39,N. Mazedonien
7889,2020-05-02,NORWAY,7783,0,0,5421241,365268,40,Norwegen
7890,2020-05-02,OMAN,2447,495,495,5106626,309500,31,Oman
7891,2020-05-02,PAKISTAN,18114,4715,4715,220892340,770880,23,Pakistan
7892,2020-05-02,PANAMA,6720,622,622,4314767,74340,30,Panama
7893,2020-05-02,PAPUA NEW GUINEA,8,0,0,8947024,452860,22,Papua Neu-Guinea
7894,2020-05-02,PARAGUAY,333,115,115,7132538,397300,26,Paraguay
7895,2020-05-02,PERU,40459,11129,11129,32971854,1280000,31,Peru
7896,2020-05-02,PHILIPPINES,8772,1084,1084,109581078,298170,26,Philippinen
7897,2020-05-02,POLAND,13105,3491,3491,37846611,306230,42,Polen
7898,2020-05-02,PORTUGAL,25351,1647,1647,10196709,91590,46,Portugal
7899,2020-05-02,PUERTO RICO,1539,2,2,2860853,8870,44,Puerto Rico
7900,2020-05-02,QATAR,14096,1436,1436,2881053,11610,32,Katar
7901,2020-05-02,S. KOREA,10780,9123,9123,51269185,97230,44,S. Korea
7902,2020-05-02,MOLDOVA,3980,1272,1272,4033963,32850,38,Moldawien
7903,2020-05-02,REUNION,422,300,300,895312,2500,36,Réunion
7904,2020-05-02,ROMANIA,12567,4328,4328,19237691,230170,43,Rumänien
7905,2020-05-02,RUSSIA,114431,13220,13220,145934462,16376870,40,Russland
7906,2020-05-02,RWANDA,249,109,109,12952218,24670,20,Rwanda
7907,2020-05-02,SAINT LUCIA,17,15,15,183627,610,34,Saint Lucia
7908,2020-05-02,SAINT VINCENT,16,8,8,110940,390,33,Saint Vincent
7909,2020-05-02,SAMOA,0,0,0,198414,2830,22,Samoa
7910,2020-05-02,SAO TOME AND PRINCIPE,16,4,4,219159,960,19,Sao Tome Und Principe
7911,2020-05-02,SAUDI ARABIA,24097,3555,3555,34813871,2149690,32,Saudi Arabien
7912,2020-05-02,SENEGAL,1024,356,356,16743927,192530,19,Senegal
7913,2020-05-02,SERBIA,9205,1379,1379,8737371,87460,42,Serbien
7914,2020-05-02,SEYCHELLES,11,6,6,98347,460,34,Seychelles
7915,2020-05-02,SIERRA LEONE,136,21,21,7976983,72180,19,Sierra Leone
7916,2020-05-02,SINGAPORE,17101,1268,1268,5850342,700,42,Singapur
7917,2020-05-02,SLOVAKIA,1403,558,558,5459642,48088,41,Slowakei
7918,2020-05-02,SLOVENIA,1434,236,236,2078938,20140,45,Slowenien
7919,2020-05-02,SOLOMON ISLANDS,0,0,0,686884,27990,20,Salomon-Inseln
7920,2020-05-02,SOMALIA,601,31,31,15893222,627340,17,Somalia
7921,2020-05-02,S. AFRICA,5951,2382,2382,59308690,1213090,28,Südafrika
7922,2020-05-02,S. SUDAN,45,0,0,11193725,610952,19,Südsudan
7923,2020-05-02,SPAIN,242988,142450,142450,46754778,498800,45,Spanien
7924,2020-05-02,SRI LANKA,690,162,162,21413249,62710,34,Sri Lanka
7925,2020-05-02,PALESTINE,343,83,83,5101414,6020,21,Palästina
7926,2020-05-02,SUDAN,533,46,46,43849260,1765048,20,Sudan
7927,2020-05-02,SURINAME,10,8,8,586632,156000,29,Suriname
7928,2020-05-02,SWEDEN,21520,1005,1005,10099265,410340,41,Schweden
7929,2020-05-02,SWITZERLAND,29705,23900,23900,8654622,39516,43,Schweiz
7930,2020-05-02,SYRIAN ARAB REPUBLIC,44,27,27,-1,-1,-1,Syrien
7931,2020-05-02,TAJIKISTAN,15,0,0,9537645,139960,22,Tajikistan
7932,2020-05-02,THAILAND,2966,2732,2732,69799978,510890,40,Thailand
7933,2020-05-02,TIMOR-LESTE,24,16,16,1318445,14870,21,Timor-Leste
7934,2020-05-02,TOGO,123,66,66,8278724,54390,19,Togo
7935,2020-05-02,TONGA,0,0,0,105695,720,22,Tonga
7936,2020-05-02,TRINIDAD AND TOBAGO,116,83,83,1399488,5130,36,Trinidad Und Tobago
7937,2020-05-02,TUNISIA,998,316,316,11818619,155360,33,Tunesien
7938,2020-05-02,TURKEY,122392,53808,53808,84339067,769630,32,Türkei
7939,2020-05-02,TURKMENISTAN,0,0,0,6031200,469930,27,Turkmenistan
7940,2020-05-02,UGANDA,85,52,52,45741007,199810,17,Uganda
7941,2020-05-02,UKRAINE,10861,1413,1413,43733762,579320,41,Ukraine
7942,2020-05-02,UAE,13038,2543,2543,19890402,83600,33,Vereinigte Arabische Emirate
7943,2020-05-02,UNITED KINGDOM,177454,0,0,67886011,241930,40,Grossbritannien
7944,2020-05-02,TANZANIA,480,167,167,59734218,885800,18,Tansania
7945,2020-05-02,UNITED STATES,1131452,161563,161563,331002651,9147420,38,Vereinigte Staaten
7946,2020-05-02,US VIRGIN ISLANDS,59,0,0,-1,-1,-1,Us Jungferninseln
7947,2020-05-02,URUGUAY,648,435,435,3473730,175020,36,Uruguay
7948,2020-05-02,UZBEKISTAN,2094,1212,1212,33469203,425400,28,Usbekistan
7949,2020-05-02,VANUATU,0,0,0,307145,12190,21,Vanuatu
7950,2020-05-02,VENEZUELA,335,148,148,28435940,882050,30,Venezuela
7951,2020-05-02,VIETNAM,270,225,225,97338579,310070,32,Vietnam
7952,2020-05-02,WESTERN SAHARA,6,5,5,597339,266000,28,Westsahara
7953,2020-05-02,YEMEN,7,1,1,29825964,527970,20,Jemen
7954,2020-05-02,ZAMBIA,109,74,74,18383955,743390,18,Sambia
7955,2020-05-02,ZIMBABWE,34,5,5,14862924,386850,19,Zimbabwe
7956,2020-05-02,OTHER,712,651,651,-1,-1,-1,Diamond Princess (Schiff)
7957,2020-05-02,SAN MARINO,580,82,82,33931,60,-1,San Marino
7958,2020-05-02,MONACO,95,73,73,39242,1,-1,Monaco
7959,2020-05-02,ANDORRA,745,468,468,77265,470,-1,Andorra
7960,2020-05-02,LIECHTENSTEIN,82,55,55,38128,160,-1,Liechtenstein
7961,2020-05-02,FAEROE ISLANDS,187,184,184,48863,1396,-1,Färöer Inseln
7962,2020-05-02,GIBRALTAR,144,131,131,33691,10,-1,Gibraltar
7963,2020-05-02,VATICAN CITY,11,2,2,825,1,-1,Vatikanstadt
7964,2020-05-02,SAINT BARTHELEMY,6,6,6,9877,21,-1,Saint Barthelemy
7965,2020-05-02,SAINT MARTIN,38,27,27,38666,53,-1,Sankt Martin
7966,2020-05-02,CAYMAN ISLAND,74,10,10,65722,240,-1,Cayman Inseln
7967,2020-05-02,KOSOVO,813,289,289,1945000,-1,-1,Kosovo
7968,2020-05-02,GREENLAND,11,11,11,56770,410450,-1,Grönland
7969,2020-05-02,MONTSERRAT,11,2,2,4992,100,-1,Montserrat
7970,2020-05-02,SINT MAARTEN,76,44,44,42876,34,-1,Alderney
7971,2020-05-02,BERMUDA,114,48,48,62278,50,-1,Bermuda
7972,2020-05-02,ISLE OF MAN,316,271,271,85033,570,-1,Isle Of Man
7973,2020-05-02,DOMINICA,16,13,13,71986,750,-1,Dominica
7974,2020-05-02,TURKS AND CAICOS,12,6,6,38717,950,-1,Turks-Und Caicosinseln
7975,2020-05-02,BRITISH VIRGIN ISLANDS,6,3,3,30231,150,-1,Britische Jungferninseln
7976,2020-05-02,ST.KITTS AND NEVIS,15,8,8,53199,260,-1,St.Kitts Und Nevis
7977,2020-05-02,ANGUILLA,3,3,3,15003,90,-1,Anguilla
7978,2020-05-02,NORTHERN MARIANA ISLANDS,14,0,0,57559,460,-1,Nördliche Mariana Inseln
7979,2020-05-02,FALKLAND ISLANDS,13,13,13,3480,12170,-1,Falkland Inseln
7980,2020-05-02,CARIBBEAN NETHERLANDS,6,0,0,26223,328,-1,Karibische Niederlande
7981,2020-05-02,SAINT PIERRE MIQUELON,1,0,0,5794,230,-1,Saint Pierre Miquelon
7982,2020-05-02,Noname1,0,0,0,-1,-1,-1,Noname1
7983,2020-05-02,Noname1,0,0,0,-1,-1,-1,Noname1
7984,2020-05-02,Noname1,0,0,0,-1,-1,-1,Noname1
7985,2020-05-05,AFGHANISTAN,3179,421,421,38928346,652860,18,Afghanistan
7986,2020-05-05,ALBANIA,803,543,543,2877797,27400,36,Albanien
7987,2020-05-05,ALGERIA,4648,1998,1998,43851044,2381740,29,Algerien
7988,2020-05-05,ANGOLA,35,11,11,32866272,1246700,17,Angola
7989,2020-05-05,ANTIGUA AND BARBUDA,25,15,15,97929,440,34,Antigua Und Barbuda
7990,2020-05-05,ARGENTINA,4887,1442,1442,45195774,2736690,32,Argentinien
7991,2020-05-05,ARMENIA,2507,1071,1071,2963243,28470,35,Armenien
7992,2020-05-05,ARUBA,100,81,81,106766,180,41,Aruba
7993,2020-05-05,AUSTRALIA,6847,5887,5887,25499884,7682300,38,Australien
7994,2020-05-05,AUSTRIA,15621,13316,13316,9006398,82409,43,Österreich
7995,2020-05-05,AZERBAIJAN,1984,1480,1480,10139177,82658,32,Aserbaidschan
7996,2020-05-05,BAHAMAS,83,25,25,393244,10010,32,Bahamas
7997,2020-05-05,BAHRAIN,3533,1744,1744,1701575,760,32,Bahrain
7998,2020-05-05,BANGLADESH,10143,1209,1209,164689383,130170,28,Bangladesch
7999,2020-05-05,BARBADOS,82,46,46,287375,430,40,Barbados
8000,2020-05-05,BELARUS,17489,3259,3259,9449323,202910,40,Weissrussland
8001,2020-05-05,BELGIUM,50267,12378,12378,11589623,30280,42,Belgien
8002,2020-05-05,BELIZE,18,14,14,397628,22810,25,Belize
8003,2020-05-05,BENIN,96,50,50,12123200,112760,19,Benin
8004,2020-05-05,BHUTAN,7,5,5,771608,38117,28,Bhutan
8005,2020-05-05,BOLIVIA,1681,174,174,11673021,1083300,26,Bolivien
8006,2020-05-05,BOSNIA-HERZEGOVINA,1926,860,860,3280819,51000,43,Bosnien-Herzegowina
8007,2020-05-05,BOTSWANA,23,8,8,2351627,566730,24,Botswana
8008,2020-05-05,BRAZIL,108620,45815,45815,212559417,8358140,33,Brasilien
8009,2020-05-05,BRUNEI,138,130,130,437479,5270,32,Brunei
8010,2020-05-05,BULGARIA,1689,342,342,6948445,108560,45,Bulgarien
8011,2020-05-05,BURKINA FASO,672,545,545,20903273,273600,18,Burkina Faso
8012,2020-05-05,BURUNDI,19,7,7,11890784,25680,17,Burundi
8013,2020-05-05,CABO VERDE,175,37,37,555987,4030,28,Kapverden
8014,2020-05-05,CAMBODIA,122,120,120,16718965,176520,26,Kambodscha
8015,2020-05-05,CAMEROON,2104,953,953,26545863,472710,19,Kamerun
8016,2020-05-05,CANADA,61957,26017,26017,37742154,9093510,41,Kanada
8017,2020-05-05,CENTRAL AFRICAN REPUBLIC,85,10,10,4829767,622980,18,Zentralafrikanische Republik
8018,2020-05-05,CHAD,117,39,39,16425864,1259200,17,Tschad
8019,2020-05-05,CHANNEL ISLANDS,544,416,416,173863,190,43,Kanalinseln
8020,2020-05-05,CHILE,20643,10415,10415,19116201,743532,35,Chile
8021,2020-05-05,"CHINA, Mainland",82881,77854,77854,1439323776,9388211,38,China
8022,2020-05-05,HONG KONG,1041,900,900,7496981,1050,45,Hongkong
8023,2020-05-05,MACAU,45,39,39,649335,30,39,Macau
8024,2020-05-05,TAIWAN,438,334,334,23816775,35410,42,Taiwan
8025,2020-05-05,COLOMBIA,7973,1807,1807,50882891,1109500,31,Kolumbien
8026,2020-05-05,COMOROS,3,0,0,869601,1861,20,Comoros
8027,2020-05-05,CONGO,236,26,26,5518087,341500,19,Kongo
8028,2020-05-05,COSTA RICA,742,399,399,5094118,51060,33,Costa Rica
8029,2020-05-05,COTE D'IVOIRE,1432,693,693,26378274,318000,19,Elfenbeinkueste
8030,2020-05-05,CROATIA,2101,1522,1522,4105267,55960,44,Kroatien
8031,2020-05-05,CUBA,1668,876,876,11326616,106440,42,Kuba
8032,2020-05-05,CURACAO,16,13,13,164093,444,42,Curacao
8033,2020-05-05,CYPRUS,874,296,296,1207359,9240,37,Zypern
8034,2020-05-05,CZECH REPUBLIC,7819,3807,3807,10708981,77240,43,Tschechien
8035,2020-05-05,DPR KOREA,0,0,0,25778816,120410,35,Dpr Korea
8036,2020-05-05,DR CONGO,682,80,80,89561403,2267050,17,Dr Kongo
8037,2020-05-05,DENMARK,9670,7088,7088,5792202,42430,42,Dänemark
8038,2020-05-05,DJIBOUTI,1116,713,713,988000,23180,27,Djibouti
8039,2020-05-05,DOMINICAN REPUBLIC,8235,1771,1771,10847910,48320,28,Dominikanische Republik
8040,2020-05-05,ECUADOR,31881,11730,11730,17643054,248360,28,Ecuador
8041,2020-05-05,EGYPT,6813,1632,1632,102334404,995450,25,Ägypten
8042,2020-05-05,EL SALVADOR,587,201,201,6486205,20720,28,El Salvador
8043,2020-05-05,EQUATORIAL GUINEA,315,13,13,1402985,28050,22,Äquatorialguinea
8044,2020-05-05,ERITREA,39,26,26,3546421,101000,19,Eritrea
8045,2020-05-05,ESTONIA,1703,259,259,1326535,42390,42,Estland
8046,2020-05-05,ESWATINI,116,12,12,1160164,17200,21,Eswatini
8047,2020-05-05,ETHIOPIA,140,75,75,114963588,1000000,19,Äthiopien
8048,2020-05-05,FIJI,18,14,14,896445,18270,28,Fiji
8049,2020-05-05,FINLAND,5327,0,0,5540720,303890,43,Finnland
8050,2020-05-05,FRANCE,169462,51371,51371,65273511,547557,42,Frankreich
8051,2020-05-05,FRENCH GUIANA,133,100,100,298682,82200,25,Französisch-Guayana
8052,2020-05-05,FRENCH POLYNESIA,58,53,53,280908,3660,34,Französisch Polynesien
8053,2020-05-05,GABON,367,93,93,2225734,257670,23,Gabon
8054,2020-05-05,GAMBIA,17,9,9,2416668,10120,18,Gambia
8055,2020-05-05,GEORGIA,604,240,240,3989167,69490,38,Georgia
8056,2020-05-05,GERMANY,166171,132700,132700,83783942,348560,46,Deutschland
8057,2020-05-05,GHANA,2719,294,294,31072940,227540,22,Ghana
8058,2020-05-05,GREECE,2632,1442,1442,10423054,128900,46,Griechenland
8059,2020-05-05,GRENADA,21,13,13,112523,340,32,Grenada
8060,2020-05-05,GUADELOUPE,152,98,98,400124,1690,44,Guadeloupe
8061,2020-05-05,GUAM,149,0,0,168775,540,31,Guam
8062,2020-05-05,GUATEMALA,730,79,79,17915568,107160,23,Guatemala
8063,2020-05-05,GUINEA,1710,450,450,13132795,245720,18,Guinea
8064,2020-05-05,GUINEA-BISSAU,413,19,19,1968001,28120,19,Guinea-Bissau
8065,2020-05-05,GUYANA,92,27,27,786552,196850,27,Guyana
8066,2020-05-05,HAITI,100,10,10,11402528,27560,24,Haiti
8067,2020-05-05,HONDURAS,1178,122,122,9904607,111890,24,Honduras
8068,2020-05-05,HUNGARY,3065,709,709,9660351,90530,43,Ungarn
8069,2020-05-05,ICELAND,1799,1723,1723,341243,100250,37,Island
8070,2020-05-05,INDIA,46476,12849,12849,1380004385,2973190,28,Indien
8071,2020-05-05,INDONESIA,11587,1954,1954,273523615,1811570,30,Indonesien
8072,2020-05-05,IRAN,98647,79379,79379,83992949,1628550,32,Iran
8073,2020-05-05,IRAQ,2346,1544,1544,40222493,434320,21,Irak
8074,2020-05-05,IRELAND,21772,13386,13386,4937786,68890,38,Irland
8075,2020-05-05,ISRAEL,16246,10064,10064,8655535,21640,30,Israel
8076,2020-05-05,ITALY,211938,82879,82879,60461826,294140,47,Italien
8077,2020-05-05,JAMAICA,471,49,49,2961167,10830,31,Jamaika
8078,2020-05-05,JAPAN,15253,4496,4496,126476461,364555,48,Japan
8079,2020-05-05,JORDAN,465,370,370,10203134,88780,24,Jordan
8080,2020-05-05,KAZAKHSTAN,4121,1173,1173,18776707,2699700,31,Kasachstan
8081,2020-05-05,KENYA,490,173,173,53771296,569140,20,Kenia
8082,2020-05-05,KIRIBATI,0,0,0,119449,810,23,Kiribati
8083,2020-05-05,KUWAIT,5278,1947,1947,4270571,17820,37,Kuwait
8084,2020-05-05,KYRGYZSTAN,843,600,600,6524195,191800,26,Kyrgyzstan
8085,2020-05-05,LAOS,19,9,9,7275560,230800,24,Laos
8086,2020-05-05,LATVIA,896,348,348,1886198,62200,44,Lettland
8087,2020-05-05,LEBANON,740,200,200,6825445,10230,30,Libanon
8088,2020-05-05,LESOTHO,0,0,0,2142249,30360,24,Lesotho
8089,2020-05-05,LIBERIA,166,58,58,5057681,96320,19,Liberia
8090,2020-05-05,LIBYA,63,23,23,6871292,1759540,29,Libyen
8091,2020-05-05,LITHUANIA,1449,638,638,2722289,62674,45,Litauen
8092,2020-05-05,LUXEMBOURG,3828,3405,3405,625978,2590,40,Luxemburg
8093,2020-05-05,MADAGASCAR,151,99,99,27691018,581795,20,Madagaskar
8094,2020-05-05,MALAWI,41,9,9,19129952,94280,18,Malawi
8095,2020-05-05,MALAYSIA,6353,4484,4484,32365999,328550,30,Malaysia
8096,2020-05-05,MALDIVES,551,17,17,540544,300,30,Malediven
8097,2020-05-05,MALI,580,223,223,20250833,1220190,16,Mali
8098,2020-05-05,MALTA,480,399,399,441543,320,43,Malta
8099,2020-05-05,MARTINIQUE,181,83,83,375265,1060,47,Martinique
8100,2020-05-05,MAURITANIA,8,6,6,4649658,1030700,20,Mauritanien
8101,2020-05-05,MAURITIUS,334,316,316,1271768,2030,37,Mauritius
8102,2020-05-05,MAYOTTE,686,352,352,272815,375,20,Mayotte
8103,2020-05-05,MEXICO,24905,15939,15939,128932753,1943950,29,Mexiko
8104,2020-05-05,MICRONESIA (FED. STATES OF),0,0,0,115023,700,24,Micronesia (Fed. States Of)
8105,2020-05-05,MONGOLIA,41,13,13,3278290,1553560,28,Mongolei
8106,2020-05-05,MONTENEGRO,323,253,253,628066,13450,39,Montenegro
8107,2020-05-05,MOROCCO,5053,1653,1653,36910560,446300,30,Marokko
8108,2020-05-05,MOZAMBIQUE,80,19,19,31255435,786380,18,Mozambique
8109,2020-05-05,MYANMAR,161,49,49,54409800,653290,29,Myanmar
8110,2020-05-05,NAMIBIA,16,8,8,2540905,823290,22,Namibia
8111,2020-05-05,NEPAL,82,16,16,29136808,143350,25,Nepal
8112,2020-05-05,NETHERLANDS,40770,0,0,17134872,33720,43,Niederlande
8113,2020-05-05,NEW CALEDONIA,18,17,17,285498,18280,34,Neu-Kaledonien
8114,2020-05-05,NEW ZEALAND,1486,1302,1302,4822233,263310,38,Neuseeland
8115,2020-05-05,NICARAGUA,15,7,7,6624554,120340,26,Nicaragua
8116,2020-05-05,NIGER,755,534,534,24206644,1266700,15,Niger
8117,2020-05-05,NIGERIA,2802,417,417,206139589,910770,18,Nigeria
8118,2020-05-05,N. MACEDONIA,1518,992,992,2083374,25220,39,N. Mazedonien
8119,2020-05-05,NORWAY,7904,0,0,5421241,365268,40,Norwegen
8120,2020-05-05,OMAN,2637,816,816,5106626,309500,31,Oman
8121,2020-05-05,PAKISTAN,21501,5782,5782,220892340,770880,23,Pakistan
8122,2020-05-05,PANAMA,7387,726,726,4314767,74340,30,Panama
8123,2020-05-05,PAPUA NEW GUINEA,8,8,8,8947024,452860,22,Papua Neu-Guinea
8124,2020-05-05,PARAGUAY,415,130,130,7132538,397300,26,Paraguay
8125,2020-05-05,PERU,47372,14427,14427,32971854,1280000,31,Peru
8126,2020-05-05,PHILIPPINES,9485,1315,1315,109581078,298170,26,Philippinen
8127,2020-05-05,POLAND,14006,4095,4095,37846611,306230,42,Polen
8128,2020-05-05,PORTUGAL,25524,1712,1712,10196709,91590,46,Portugal
8129,2020-05-05,PUERTO RICO,1843,2,2,2860853,8870,44,Puerto Rico
8130,2020-05-05,QATAR,16191,1810,1810,2881053,11610,32,Katar
8131,2020-05-05,S. KOREA,10804,9283,9283,51269185,97230,44,S. Korea
8132,2020-05-05,MOLDOVA,4248,1423,1423,4033963,32850,38,Moldawien
8133,2020-05-05,REUNION,424,300,300,895312,2500,36,Réunion
8134,2020-05-05,ROMANIA,13512,5269,5269,19237691,230170,43,Rumänien
8135,2020-05-05,RUSSIA,145268,18095,18095,145934462,16376870,40,Russland
8136,2020-05-05,RWANDA,261,128,128,12952218,24670,20,Rwanda
8137,2020-05-05,SAINT LUCIA,18,15,15,183627,610,34,Saint Lucia
8138,2020-05-05,SAINT VINCENT,17,9,9,110940,390,33,Saint Vincent
8139,2020-05-05,SAMOA,0,0,0,198414,2830,22,Samoa
8140,2020-05-05,SAO TOME AND PRINCIPE,23,4,4,219159,960,19,Sao Tome Und Principe
8141,2020-05-05,SAUDI ARABIA,28656,4476,4476,34813871,2149690,32,Saudi Arabien
8142,2020-05-05,SENEGAL,1271,415,415,16743927,192530,19,Senegal
8143,2020-05-05,SERBIA,9557,1574,1574,8737371,87460,42,Serbien
8144,2020-05-05,SEYCHELLES,11,6,6,98347,460,34,Seychelles
8145,2020-05-05,SIERRA LEONE,178,37,37,7976983,72180,19,Sierra Leone
8146,2020-05-05,SINGAPORE,18778,1457,1457,5850342,700,42,Singapur
8147,2020-05-05,SLOVAKIA,1413,643,643,5459642,48088,41,Slowakei
8148,2020-05-05,SLOVENIA,1439,241,241,2078938,20140,45,Slowenien
8149,2020-05-05,SOLOMON ISLANDS,0,0,0,686884,27990,20,Salomon-Inseln
8150,2020-05-05,SOMALIA,756,61,61,15893222,627340,17,Somalia
8151,2020-05-05,S. AFRICA,7220,2746,2746,59308690,1213090,28,Südafrika
8152,2020-05-05,S. SUDAN,52,0,0,11193725,610952,19,Südsudan
8153,2020-05-05,SPAIN,248301,151633,151633,46754778,498800,45,Spanien
8154,2020-05-05,SRI LANKA,755,194,194,21413249,62710,34,Sri Lanka
8155,2020-05-05,PALESTINE,362,102,102,5101414,6020,21,Palästina
8156,2020-05-05,SUDAN,678,61,61,43849260,1765048,20,Sudan
8157,2020-05-05,SURINAME,10,9,9,586632,156000,29,Suriname
8158,2020-05-05,SWEDEN,22721,4074,4074,10099265,410340,41,Schweden
8159,2020-05-05,SWITZERLAND,29981,25200,25200,8654622,39516,43,Schweiz
8160,2020-05-05,SYRIA,44,27,27,17500658,183630,26,Syrien
8161,2020-05-05,TAJIKISTAN,230,0,0,9537645,139960,22,Tajikistan
8162,2020-05-05,THAILAND,2988,2747,2747,69799978,510890,40,Thailand
8163,2020-05-05,TIMOR-LESTE,24,20,20,1318445,14870,21,Timor-Leste
8164,2020-05-05,TOGO,126,74,74,8278724,54390,19,Togo
8165,2020-05-05,TONGA,0,0,0,105695,720,22,Tonga
